Id,PersonenGruppe,Produkt1,Produkt2,Produkt3,Produkt4,Produkt5,Produkt6,Produkt7,Produkt8,Produkt9,Produkt10,Produkt11
3048,1,0,0,0,0,0,0,0,0,1,0,0
3049,1,0,0,0,0,0,0,0,1,0,1,0
3050,1,1,1,1,1,1,1,0,0,0,1,0
3051,1,0,1,1,0,0,0,1,0,1,1,0
3052,1,0,0,0,0,1,0,0,0,1,0,0
3053,1,0,0,0,1,0,0,1,1,0,0,1
3054,3,1,0,0,0,0,0,0,0,1,0,0
3056,3,0,0,0,0,0,0,1,0,0,0,0
3057,3,1,0,0,0,0,0,0,0,0,0,0
3058,2,0,0,1,0,0,0,0,0,0,0,0
3059,3,1,0,0,1,0,0,0,0,1,0,0
3060,2,0,0,1,0,0,1,0,0,0,0,0
3061,1,0,0,0,0,0,0,1,0,1,0,1
3062,3,0,0,1,0,0,0,1,1,0,0,0
3063,1,0,0,1,1,0,0,1,0,0,0,0
3064,1,0,1,1,0,0,0,0,0,0,0,0
3065,2,1,0,0,0,0,0,0,0,1,1,0
3066,1,0,0,0,0,1,0,0,0,0,1,1
3067,1,0,1,0,0,0,0,1,0,0,0,0
3068,3,0,1,0,0,0,0,1,1,0,0,0
3069,3,1,0,0,0,1,0,1,0,1,0,1
3071,2,1,0,0,0,0,0,0,0,1,1,0
3072,3,0,0,0,0,1,0,0,0,0,1,0
3073,2,1,0,0,0,0,0,0,0,0,1,0
3074,1,0,1,0,0,0,0,1,1,1,0,1
3075,1,1,1,1,1,0,0,1,0,0,0,1
3076,3,1,0,1,0,0,0,0,1,1,1,1
3077,1,0,0,0,0,0,0,1,0,0,1,0
3078,3,0,0,0,1,0,0,1,1,1,0,0
3079,2,0,1,0,0,0,0,0,1,0,0,0
3080,2,0,1,0,1,0,0,0,0,0,1,0
3082,2,0,0,0,0,1,0,0,0,1,0,1
3083,1,0,1,0,0,0,0,0,0,0,0,0
3084,2,1,0,0,0,0,0,0,0,0,0,0
3085,1,0,0,0,0,0,0,0,0,0,1,0
3086,1,0,0,0,0,1,0,0,0,0,0,0
3087,2,1,1,1,0,0,1,0,1,0,0,0
3088,1,0,0,0,1,0,0,0,0,1,0,0
3089,2,0,0,0,0,0,1,0,0,0,0,0
3090,2,0,1,0,0,0,0,0,0,0,0,0
3091,3,1,0,0,0,1,0,0,0,0,0,0
3092,2,0,1,1,0,0,0,0,0,0,0,0
3093,1,0,1,1,0,0,0,1,0,1,0,1
3094,3,1,0,0,0,0,0,0,0,0,0,0
3095,1,0,0,0,0,1,0,0,0,1,0,0
3096,1,0,1,0,0,0,0,0,0,0,0,1
3098,3,1,0,0,1,0,0,0,0,0,0,0
3099,2,0,0,0,0,1,1,0,0,0,1,0
3100,1,0,0,0,0,0,0,0,0,0,1,0
3101,2,0,1,0,0,0,0,0,0,0,0,0
3102,3,1,1,0,0,0,0,0,1,0,0,1
3103,1,1,0,0,0,0,0,0,0,0,0,0
3104,3,0,0,0,0,0,1,0,0,1,1,0
3105,3,0,1,1,0,0,0,0,1,0,1,0
3106,1,0,0,0,1,0,0,0,0,0,0,0
3107,2,0,0,0,0,0,0,1,0,0,0,0
3108,3,1,1,0,0,0,1,0,0,1,0,0
3109,1,1,1,0,0,0,0,0,0,0,0,0
3111,1,0,0,0,0,0,0,0,0,1,0,0
3112,1,0,1,0,0,0,0,0,0,0,1,0
3113,1,0,1,1,0,0,0,0,0,1,0,1
3114,3,1,0,0,0,1,0,1,1,1,0,0
3115,1,0,0,0,0,0,0,0,0,0,1,0
3117,2,0,0,0,0,1,0,0,0,0,1,0
3118,3,0,1,1,1,0,0,0,0,1,0,1
3119,3,0,0,0,1,0,0,0,0,0,0,0
3120,3,0,1,0,0,0,0,0,0,0,1,0
3121,1,0,1,0,0,0,0,0,0,0,1,0
3122,3,0,0,0,0,1,0,0,1,0,0,0
3123,1,0,1,0,0,0,0,1,0,0,0,0
3124,1,0,0,0,0,0,1,1,1,1,0,0
3125,2,0,0,1,0,1,0,0,0,0,0,0
3126,3,0,1,0,0,0,0,0,0,0,0,0
3127,3,0,0,1,1,0,0,0,1,0,1,0
3128,3,0,1,0,1,0,1,0,1,0,0,1
3130,3,0,0,1,0,0,0,0,0,1,0,1
3131,2,1,1,0,0,1,0,0,0,0,0,0
3132,3,1,0,1,0,0,0,1,0,1,0,0
3133,1,0,0,1,0,0,1,0,0,0,0,0
3134,2,0,1,1,0,0,0,0,0,0,1,1
3135,1,0,0,1,0,0,0,0,1,1,0,0
3136,3,1,1,0,1,0,1,0,1,1,0,0
3137,3,0,1,1,0,0,0,1,0,0,1,0
3138,3,0,1,0,1,1,0,1,0,0,1,0
3140,3,0,1,0,1,0,0,0,0,1,1,0
3141,2,0,0,0,0,1,0,1,0,0,1,0
3142,2,1,1,0,0,1,0,1,0,1,0,1
3146,3,0,1,0,0,0,0,0,1,0,0,0
3147,3,1,0,0,0,0,0,1,0,0,0,0
3149,2,0,0,0,1,0,0,0,0,1,0,0
3150,2,0,1,0,0,0,0,1,0,0,0,0
3151,3,0,0,0,0,0,0,1,0,1,0,0
3152,2,0,1,0,0,0,0,0,0,1,0,0
3153,1,1,1,0,0,0,0,0,0,0,0,0
3154,1,0,0,1,0,0,0,0,0,1,0,0
3155,1,0,0,0,0,0,0,0,0,1,0,0
3156,2,0,1,0,0,0,0,0,0,0,0,0
3157,3,0,1,0,0,1,0,1,0,0,0,1
3158,3,0,0,0,0,0,1,0,1,1,0,1
3159,3,0,0,1,0,0,0,0,0,1,1,0
3160,1,0,0,0,0,1,0,0,0,0,0,0
3161,1,0,1,1,0,0,0,1,0,1,0,0
3162,3,0,0,0,0,1,0,0,0,0,0,0
3163,1,0,0,0,0,0,0,1,1,0,0,0
3164,3,1,0,0,1,0,0,1,0,0,0,1
3165,3,0,0,0,0,0,0,0,0,0,1,0
3166,2,1,0,0,0,1,1,0,0,0,1,1
3167,1,0,0,0,0,1,0,1,0,0,0,1
3168,2,0,0,0,0,0,0,0,0,1,0,0
3169,3,0,0,0,0,0,0,1,0,1,0,0
3170,2,0,0,0,0,0,0,1,0,0,0,0
3171,1,1,0,0,0,1,0,0,1,0,1,0
3172,3,0,0,1,1,0,0,1,0,0,0,1
3173,1,0,0,0,1,0,0,0,1,1,0,0
3174,2,0,0,0,0,0,0,0,0,1,0,0
3175,2,0,0,0,0,0,0,0,0,1,0,0
3176,2,0,0,0,0,0,0,0,1,0,1,0
3177,1,0,1,0,0,1,0,0,1,0,1,0
3178,2,0,1,0,1,0,1,0,0,0,0,0
3179,1,0,1,0,0,0,0,0,0,0,0,0
3180,2,0,0,1,1,0,0,0,0,1,1,0
3181,3,0,1,1,0,0,0,0,1,0,0,1
3182,2,0,1,0,1,0,0,0,0,0,0,1
3183,3,0,1,0,1,0,0,0,0,1,0,1
3184,2,0,0,1,0,0,0,1,1,0,0,0
3185,3,0,0,0,0,0,0,0,1,1,1,0
3186,1,0,0,0,0,0,1,0,0,0,0,0
3187,3,0,0,1,1,0,0,0,0,0,1,1
3188,3,1,0,1,0,1,0,0,0,0,0,0
3190,1,1,1,0,0,0,0,1,0,0,0,0
3191,3,0,0,0,0,0,0,1,1,0,0,0
3192,2,0,0,0,0,0,0,1,0,0,0,0
3194,2,0,1,1,0,0,0,0,0,0,1,0
3195,2,0,0,0,0,0,1,0,0,0,0,0
3196,2,0,0,0,0,0,0,0,1,1,0,1
3197,3,0,0,1,0,0,0,1,1,0,0,1
3198,2,0,0,1,0,0,0,0,0,1,0,0
3199,2,1,0,1,1,0,0,0,0,1,0,0
3200,1,1,1,0,0,0,0,1,1,1,0,0
3201,3,1,0,0,0,1,0,0,0,0,0,0
3202,1,0,0,0,0,1,0,0,1,1,0,0
3203,2,0,0,0,0,1,0,0,1,0,0,1
3204,2,0,0,1,0,1,0,0,0,0,0,0
3205,2,1,0,0,0,0,0,0,0,1,0,0
3206,1,1,1,0,0,1,0,0,0,0,0,0
3207,3,0,0,0,0,0,0,0,1,0,1,0
3208,3,1,0,0,0,1,0,0,0,1,0,0
3209,1,0,0,1,1,0,1,0,1,0,0,1
3210,1,1,0,0,1,0,0,1,0,0,0,1
3211,3,0,1,0,0,1,0,0,0,0,0,0
3212,1,0,1,0,0,0,1,0,0,1,0,0
3213,2,0,0,0,0,1,0,0,0,0,0,0
3214,3,0,1,0,0,0,0,0,1,0,0,0
3215,2,1,0,0,0,0,0,0,1,0,0,0
3216,3,0,1,1,0,0,1,0,0,1,1,0
3217,1,0,0,0,0,0,1,0,0,1,0,0
3218,2,0,0,1,0,1,1,1,0,1,0,0
3219,2,1,0,0,1,0,0,0,0,0,1,0
3220,2,0,0,0,1,0,0,1,0,0,0,0
3221,1,0,1,1,0,0,0,1,0,1,0,0
3222,1,0,0,0,0,0,0,0,0,0,1,0
3223,1,1,1,0,0,0,0,0,0,0,1,1
3224,1,0,0,0,0,1,0,0,0,0,1,0
3225,3,0,0,0,0,1,0,0,0,1,0,1
3226,2,0,0,0,0,0,1,0,0,0,1,0
3227,2,0,1,1,0,0,0,0,0,1,0,1
3228,3,0,0,0,0,0,1,0,1,0,0,0
3229,3,0,0,0,1,1,0,0,0,0,0,1
3230,3,1,0,0,0,0,0,0,0,1,0,0
3231,2,0,1,0,1,1,0,1,1,0,0,0
3232,3,1,0,1,1,0,0,0,0,0,0,0
3233,2,1,1,1,0,0,0,0,1,0,0,1
3234,1,0,1,1,0,0,0,0,1,0,0,0
3235,3,0,1,0,0,0,0,0,1,0,0,1
3236,1,0,0,1,0,1,0,1,0,0,0,0
3237,3,0,0,0,1,0,0,0,0,1,0,0
3239,2,0,1,0,0,1,0,1,0,0,1,1
3240,3,0,0,1,0,0,0,1,1,0,0,1
3241,1,0,1,0,0,0,0,0,0,1,1,1
3242,2,1,0,0,0,0,0,0,1,1,0,0
3243,2,0,1,1,1,0,1,0,1,0,0,0
3244,3,0,0,1,0,0,0,1,0,1,0,0
3245,2,0,0,1,0,1,0,0,0,1,0,0
3246,2,0,1,0,0,0,0,0,0,1,0,0
3247,3,0,0,0,1,0,0,0,0,0,0,0
3248,1,0,0,0,0,0,0,1,0,0,1,0
3249,2,0,0,0,0,0,0,0,0,0,1,0
3250,3,1,0,0,1,0,0,1,0,0,0,0
3251,1,0,1,0,0,0,0,0,0,0,0,1
3252,1,0,0,0,1,0,0,0,0,1,0,0
3253,3,0,0,0,0,1,1,0,0,0,0,1
3254,2,0,0,1,0,0,0,0,1,0,0,0
3255,2,0,1,0,0,0,0,1,0,1,0,0
3256,2,1,1,0,1,1,0,0,0,0,0,0
3257,3,1,0,0,1,1,0,0,0,1,1,1
3259,1,0,1,0,0,0,0,0,0,0,0,0
3260,3,0,0,0,0,1,0,1,0,0,0,0
3261,1,0,0,0,0,0,1,0,0,0,1,0
3262,1,0,1,0,0,0,0,0,1,1,0,0
3263,3,0,1,1,1,0,0,1,0,0,0,0
3264,3,0,0,0,1,0,0,0,0,0,0,0
3265,1,0,0,0,0,0,0,1,0,1,1,0
3266,2,0,0,1,0,0,0,0,0,0,1,0
3267,1,0,1,0,0,0,0,0,0,1,0,0
3268,2,0,0,1,0,0,0,0,0,0,1,1
3270,3,0,1,0,1,0,0,0,1,0,0,0
3271,3,1,0,0,0,0,0,0,0,0,0,0
3272,1,1,1,0,0,0,1,0,0,0,0,1
3273,3,0,1,0,0,0,0,0,1,1,0,0
3274,2,0,0,0,1,0,0,0,0,1,1,0
3275,2,0,1,0,0,1,0,0,0,0,0,0
3276,1,0,0,0,0,0,0,0,0,1,0,1
3277,1,0,1,0,0,0,0,1,1,1,1,0
3278,2,0,1,0,0,0,0,0,0,0,0,0
3279,1,0,0,0,0,0,0,0,0,1,0,0
3280,1,0,0,0,1,0,0,0,0,0,0,0
3281,3,0,0,0,0,1,0,0,0,1,1,0
3282,2,0,0,0,1,0,0,1,0,0,0,0
3283,1,0,0,0,0,0,0,1,0,1,0,0
3284,2,0,0,0,0,0,1,0,0,0,1,0
3285,3,0,0,1,1,1,0,0,0,0,0,1
3286,1,1,0,0,0,0,0,0,1,0,1,0
3287,1,0,1,0,0,0,0,0,1,0,0,0
3288,1,0,0,1,0,0,0,0,0,1,0,0
3289,1,0,0,0,0,1,0,0,0,0,0,0
3290,2,0,0,0,0,0,0,0,1,1,1,1
3291,3,0,0,0,1,0,0,0,0,1,0,0
3292,1,0,1,0,0,0,0,0,0,0,0,0
3293,3,1,0,0,0,1,0,1,1,0,1,1
3294,2,0,0,0,0,0,1,0,0,1,0,0
3295,2,0,0,1,0,1,1,1,0,1,1,0
3296,3,1,0,0,0,0,0,1,0,0,0,0
3297,2,0,0,1,0,0,0,0,0,1,0,0
3299,2,1,0,0,1,0,0,1,0,0,0,0
3300,1,0,0,1,1,0,0,0,0,0,0,0
3301,1,0,0,0,0,0,0,0,1,0,0,0
3302,1,1,0,1,0,0,0,0,0,0,0,0
3303,3,1,0,1,0,0,0,0,1,0,0,0
3304,1,0,0,0,1,0,0,0,1,0,0,0
3305,2,0,1,0,0,0,0,1,0,0,0,0
3306,3,0,0,0,0,0,0,1,0,1,0,0
3307,1,0,0,0,0,0,0,0,0,0,1,0
3308,1,0,1,0,0,1,0,0,0,0,0,0
3309,1,0,0,0,0,1,0,1,0,1,0,0
3310,1,0,0,0,1,0,0,0,0,0,0,0
3311,2,0,0,0,1,0,0,0,0,1,0,0
3312,3,0,0,0,0,0,0,1,0,0,0,0
3313,3,0,1,0,0,0,0,0,0,0,0,0
3314,2,0,0,0,0,0,0,0,0,1,0,0
3315,2,0,0,0,0,0,0,1,0,1,1,0
3316,1,1,0,0,0,0,0,0,0,0,0,0
3317,2,0,0,0,0,0,0,0,0,1,0,0
3318,3,1,0,0,0,0,0,0,0,0,1,1
3319,3,0,0,0,1,0,0,1,1,1,1,0
3320,2,0,1,0,0,0,0,1,0,1,0,0
3321,3,0,0,0,0,0,0,0,0,1,0,1
3322,2,0,1,0,0,0,0,0,0,0,0,0
3323,1,0,1,0,0,1,0,0,1,0,0,0
3324,1,0,0,0,0,0,0,0,0,0,0,1
3325,2,1,0,0,0,0,0,0,1,1,0,0
3327,1,0,1,0,0,0,1,0,0,0,0,0
3328,2,0,0,0,0,1,0,1,0,1,1,0
3329,2,0,1,0,0,1,1,1,0,1,0,1
3330,3,0,0,0,0,1,0,0,0,0,1,1
3331,1,0,0,0,0,0,1,0,0,0,0,0
3332,3,1,0,1,1,0,0,0,0,0,0,0
3333,3,1,0,0,0,1,0,0,0,0,1,0
3334,1,0,0,0,0,0,0,1,0,0,0,0
3335,1,0,0,0,1,0,0,0,1,1,0,1
3336,3,0,0,0,1,1,0,0,1,0,1,1
3337,3,0,1,0,0,0,0,1,0,0,0,0
3338,3,0,0,0,1,1,0,0,1,1,0,0
3339,2,0,1,1,1,0,0,0,0,0,1,0
3340,3,1,0,0,0,0,0,1,0,0,0,0
3341,3,0,1,0,0,0,0,0,0,0,0,0
3342,3,0,0,0,0,0,0,0,0,0,0,1
3343,2,0,1,0,0,0,0,1,0,0,1,0
3344,2,0,1,0,0,1,0,0,0,1,0,0
3345,3,0,1,0,0,0,0,0,1,0,0,0
3346,2,0,0,0,0,1,0,0,0,0,1,0
3347,3,0,0,1,0,0,1,0,0,1,0,0
3348,1,0,0,0,1,0,0,0,0,0,0,0
3349,3,0,1,0,0,1,0,0,0,0,0,0
3351,3,1,1,0,0,0,1,0,1,0,0,0
3352,3,0,0,0,0,0,0,1,0,0,0,0
3353,3,0,0,1,0,0,1,0,1,1,0,1
3354,3,0,0,0,0,1,0,1,0,0,0,1
3355,2,0,0,1,1,0,0,0,0,0,0,1
3356,1,0,0,1,0,0,0,1,0,0,0,0
3357,2,1,0,0,0,0,0,0,1,1,0,0
3359,2,0,0,0,0,0,1,1,0,1,0,0
3360,3,0,0,0,0,0,0,1,0,1,0,0
3361,1,0,0,1,0,0,0,0,0,0,1,0
3362,3,1,1,1,0,0,0,1,0,0,0,0
3363,3,0,0,0,0,0,0,1,0,0,0,0
3364,2,0,0,0,0,0,1,1,0,0,0,0
3365,3,1,0,0,0,0,0,1,0,0,0,0
3366,3,0,0,0,1,0,0,0,0,1,1,1
3367,2,0,0,0,0,1,0,0,0,0,1,0
3368,2,1,0,0,0,1,0,0,0,0,0,0
3369,1,0,0,1,0,0,0,0,0,0,1,1
3370,2,1,0,0,0,0,0,0,0,1,0,0
3371,3,0,0,1,0,0,0,1,1,0,0,0
3373,2,1,0,0,1,0,0,1,0,1,0,0
3374,2,0,0,1,0,0,0,1,1,0,0,1
3375,3,0,1,1,0,0,0,0,0,0,0,0
3376,1,0,0,0,0,0,0,1,0,0,0,0
3377,2,1,1,1,0,0,0,0,0,0,0,0
3378,2,0,0,0,1,0,0,0,0,0,0,0
3379,2,0,1,1,0,0,0,0,1,1,0,0
3380,1,1,1,0,0,0,0,1,0,0,0,1
3381,2,0,1,1,1,0,0,1,0,0,0,0
3382,3,1,0,0,1,0,0,0,0,0,0,0
3383,3,1,0,1,0,0,1,0,0,0,0,0
3384,1,0,1,0,0,0,1,0,1,0,1,1
3385,2,1,0,0,0,1,0,0,1,0,0,0
3386,2,0,1,1,0,1,0,0,0,1,0,1
3387,3,1,0,0,1,0,0,0,0,0,1,0
3389,2,0,0,0,0,1,0,0,0,1,0,1
3390,2,0,1,0,0,0,0,1,0,0,0,0
3391,2,0,1,0,1,0,0,0,0,0,0,0
3392,3,1,1,1,0,0,0,0,0,1,0,0
3393,3,1,0,0,0,0,0,0,0,0,0,0
3395,1,0,1,0,1,0,0,0,0,0,0,0
3397,1,0,1,0,0,0,0,0,0,0,0,1
3398,3,0,1,0,0,0,0,0,1,0,1,0
3399,2,1,0,0,0,0,0,0,0,0,0,0
3400,2,1,0,1,0,0,0,0,0,0,0,1
3401,2,0,1,0,0,0,0,0,0,0,0,0
3402,3,0,0,0,0,1,0,0,1,0,0,0
3403,3,1,0,1,0,0,0,0,0,0,1,0
3404,3,0,1,0,0,0,0,0,0,1,1,0
3405,3,0,0,1,0,0,1,0,0,1,0,0
3406,1,0,0,0,0,0,0,1,1,1,0,0
3407,2,0,1,0,0,0,0,0,0,0,0,0
3408,3,1,1,0,0,0,0,0,0,0,0,1
3409,3,0,0,0,0,0,0,0,1,1,0,1
3410,3,0,0,0,0,1,1,0,0,1,0,0
3411,3,1,0,0,1,1,0,1,0,0,0,1
3412,2,1,0,0,0,1,0,0,1,1,1,0
3413,1,0,0,0,0,0,0,1,1,0,0,0
3414,1,0,0,0,0,0,0,0,1,1,0,0
3415,3,0,0,0,1,0,0,0,0,1,0,0
3416,3,1,0,0,1,0,0,0,0,0,1,0
3417,1,0,1,0,0,0,0,0,0,0,1,1
3419,3,0,1,0,0,0,0,1,0,0,0,0
3420,2,1,0,1,0,1,0,0,0,0,1,0
3421,1,0,0,1,0,0,0,0,0,0,0,0
3422,1,0,1,1,0,0,0,0,0,0,1,0
3423,3,1,0,0,0,1,0,0,0,1,0,0
3424,1,0,1,0,0,0,0,0,1,0,0,0
3425,1,0,0,0,0,0,0,0,1,0,0,1
3426,3,1,0,0,0,0,0,0,0,1,1,0
3427,2,1,1,0,0,0,0,1,0,1,1,0
3428,2,1,0,0,0,0,0,0,0,1,1,0
3429,3,1,0,0,0,0,0,0,1,0,0,0
3430,1,1,0,0,0,1,0,0,0,0,0,0
3431,3,1,0,0,0,0,0,0,1,0,0,0
3432,3,0,0,1,0,0,0,0,0,1,1,0
3433,3,1,0,1,0,0,1,1,0,0,0,1
3434,2,0,0,0,0,0,0,1,0,0,0,0
3435,3,0,0,1,0,0,0,0,0,1,1,0
3436,1,1,1,0,0,0,0,0,0,0,1,0
3437,1,1,1,1,1,0,0,0,0,0,1,0
3438,2,0,0,1,0,0,0,0,0,1,0,0
3439,2,0,1,1,0,0,0,0,0,0,0,0
3440,3,0,0,0,0,0,1,0,1,1,0,1
3441,1,0,0,1,0,0,0,0,0,0,0,0
3442,1,0,0,0,0,0,0,0,0,0,1,0
3443,3,0,0,0,0,0,1,0,0,1,0,0
3446,1,0,1,0,0,0,0,0,0,1,0,1
3447,1,0,0,0,0,1,0,1,0,1,0,0
3448,1,1,0,0,0,0,0,0,1,0,0,0
3449,1,0,0,0,0,0,0,1,0,0,0,0
3450,3,0,1,1,0,0,0,0,0,0,0,1
3451,1,0,0,1,0,0,0,0,0,0,0,0
3452,2,0,1,0,0,0,0,1,0,1,0,0
3453,2,0,0,1,0,1,0,1,0,0,0,0
3454,2,0,0,0,0,0,0,0,1,1,1,0
3455,2,0,1,1,0,0,0,0,0,0,0,0
3456,1,0,1,1,0,0,0,0,0,0,0,0
3457,2,1,1,0,0,0,0,0,0,1,0,0
3458,1,0,0,0,0,0,0,0,0,0,0,1
3459,3,1,1,0,0,1,0,0,1,0,0,0
3460,2,0,1,0,0,0,0,0,0,1,1,0
3461,1,0,0,0,0,0,0,1,1,1,0,0
3463,2,0,0,0,0,1,0,1,0,0,1,0
3465,1,0,1,1,0,0,0,0,1,0,0,0
3466,3,0,0,1,0,0,1,0,0,1,0,0
3467,3,0,0,0,1,0,0,1,0,0,0,0
3468,3,0,0,0,0,0,0,1,0,0,1,0
3470,1,1,1,0,0,0,1,0,0,0,0,0
3471,3,0,0,0,1,0,0,0,0,0,0,0
3472,3,0,0,0,0,0,1,1,0,1,0,1
3473,2,1,1,0,0,1,0,1,0,0,0,0
3474,2,0,0,0,1,0,0,1,0,0,1,0
3476,1,1,0,0,0,0,0,0,0,1,0,0
3478,3,0,0,0,0,1,1,0,0,0,0,0
3479,2,0,0,1,0,0,0,0,1,0,0,0
3480,2,0,0,0,1,0,1,0,0,0,0,0
3481,3,0,1,1,0,0,0,1,1,1,0,0
3482,3,0,0,0,1,1,0,1,0,1,1,1
3483,2,0,0,1,0,0,0,1,0,0,1,0
3484,2,1,0,1,1,1,0,1,1,0,0,1
3485,1,0,1,0,0,0,0,1,0,0,1,1
3486,1,0,1,0,0,0,0,0,0,0,0,1
3487,1,0,0,0,0,0,0,1,0,0,0,0
3488,1,1,0,0,0,0,0,0,0,0,0,0
3489,2,1,0,0,0,0,0,0,0,1,0,0
3490,3,0,0,0,0,0,0,0,1,1,1,0
3491,2,0,0,0,0,0,0,1,0,0,0,0
3492,3,0,0,1,0,0,0,1,1,1,1,0
3493,3,0,0,0,0,1,0,0,0,0,0,0
3494,3,1,0,0,0,0,0,0,1,1,0,0
3495,1,0,0,1,1,0,0,0,0,1,0,0
3496,2,0,1,0,0,0,0,0,0,0,1,0
3497,3,1,0,1,0,0,0,1,0,1,0,0
3498,1,0,1,0,0,0,0,1,0,0,0,0
3499,1,0,1,0,0,0,0,1,0,0,1,0
3500,1,0,0,0,0,0,0,0,1,0,1,0
3501,2,0,1,1,1,0,0,0,0,1,0,0
3502,2,0,0,1,0,0,0,0,0,1,0,0
3503,2,0,0,0,0,0,0,0,1,0,0,0
3504,3,0,1,0,1,0,0,1,1,0,0,1
3505,3,0,0,0,0,0,0,0,1,1,0,0
3506,1,0,0,1,0,0,0,0,1,0,0,0
3507,2,1,0,0,0,1,0,0,0,0,0,0
3508,1,0,1,0,0,0,0,1,0,0,1,0
3509,2,0,1,0,0,0,0,1,0,1,0,0
3510,3,0,0,0,0,0,0,0,0,1,0,0
3511,2,0,0,0,1,0,1,1,1,0,0,0
3512,2,1,0,0,0,0,0,1,0,0,1,0
3513,3,0,1,1,0,0,0,0,0,0,0,0
3514,2,0,1,1,0,0,0,0,0,0,0,0
3515,3,0,0,0,1,0,0,0,0,1,1,0
3516,3,1,1,1,1,0,1,0,0,1,0,1
3517,1,1,1,0,1,0,0,1,0,0,1,0
3519,2,0,1,0,1,1,0,1,0,0,0,0
3520,1,0,0,0,0,1,0,1,1,0,0,0
3521,1,0,1,0,0,1,0,0,0,0,0,0
3522,2,0,0,1,0,0,0,1,1,0,1,0
3523,3,0,0,0,1,0,0,0,0,0,0,0
3524,3,0,0,0,0,1,1,0,0,0,0,0
3525,3,0,0,0,0,1,0,0,1,0,0,0
3526,1,0,1,0,0,0,1,1,0,0,1,0
3527,3,0,0,0,1,0,0,0,1,1,0,0
3528,3,1,0,0,0,0,0,0,0,1,0,0
3529,1,1,0,0,0,1,0,0,0,0,0,0
3530,2,0,0,1,0,0,0,0,0,0,1,0
3531,2,0,1,1,0,1,0,0,0,0,0,0
3532,3,1,0,0,0,0,0,0,0,1,1,1
3533,2,1,1,0,0,0,0,0,0,0,0,0
3534,3,1,1,0,0,1,0,0,1,0,0,0
3535,3,0,1,1,0,0,0,0,1,1,0,0
3536,3,1,1,0,0,0,0,1,0,0,0,0
3537,2,0,0,1,0,1,0,0,0,0,0,0
3538,3,1,0,0,0,1,0,1,0,0,0,0
3539,3,0,0,0,0,0,0,0,0,0,1,0
3540,3,0,0,0,0,0,0,0,1,0,0,0
3541,3,0,0,1,1,0,1,1,1,1,1,0
3542,1,0,0,1,0,0,0,0,0,0,1,0
3544,2,1,0,0,0,0,0,0,1,1,1,0
3545,3,0,1,0,0,0,0,0,1,0,1,0
3546,2,0,1,1,0,1,0,1,0,1,0,0
3547,1,0,1,0,0,0,0,1,0,0,1,1
3548,1,0,0,0,0,0,0,0,0,1,0,0
3549,3,1,0,1,0,0,0,0,1,1,1,0
3550,2,1,0,0,0,0,0,1,0,1,0,0
3551,3,1,0,0,1,1,0,0,1,0,0,0
3552,3,0,0,1,0,0,0,1,0,0,1,0
3553,1,0,1,0,0,1,0,1,1,1,0,0
3554,2,0,0,0,0,0,0,0,0,1,0,0
3555,2,0,0,0,0,0,0,1,0,1,0,0
3556,2,1,0,0,0,0,0,0,1,1,1,0
3557,1,0,1,0,1,1,0,0,0,0,0,0
3558,2,0,1,0,0,0,1,0,0,1,0,0
3559,2,0,0,0,0,1,0,0,1,0,0,0
3560,2,0,0,0,0,0,0,0,0,0,1,0
3561,2,0,0,0,0,1,0,0,0,0,1,0
3562,3,0,0,1,1,0,0,0,0,0,0,0
3564,2,1,0,1,0,0,1,0,0,0,0,0
3565,1,0,1,0,0,0,0,0,0,1,1,0
3566,1,0,0,1,0,1,0,0,0,1,1,0
3568,3,0,0,0,1,0,0,0,0,0,1,1
3569,1,0,0,0,1,0,1,0,0,1,1,0
3570,3,1,1,0,0,0,0,0,0,0,1,0
3571,3,0,0,1,0,0,1,1,0,1,0,0
3572,3,0,0,0,1,1,0,1,1,0,1,1
3573,1,0,1,0,0,0,1,0,1,1,0,0
3574,1,0,0,0,0,0,0,0,1,0,1,0
3575,3,1,0,0,0,0,0,1,1,1,0,0
3576,1,0,0,1,1,0,1,1,1,0,1,0
3577,2,1,0,0,0,1,0,0,0,0,1,0
3578,1,1,0,0,1,0,0,0,0,1,0,1
3579,2,1,0,0,0,0,0,1,0,1,0,0
3580,2,1,0,0,0,0,1,0,1,1,0,0
3581,3,0,0,0,1,0,0,0,0,1,1,0
3582,3,0,0,0,0,0,0,1,0,0,1,0
3583,2,0,1,1,1,0,0,0,1,1,0,0
3584,2,0,1,1,0,0,0,1,0,0,1,0
3585,2,0,0,0,0,0,1,0,0,0,1,1
3586,2,0,1,1,0,0,0,0,0,0,1,1
3587,1,0,1,0,0,1,0,0,0,0,0,1
3589,1,0,0,0,0,0,1,0,1,0,0,0
3590,3,0,0,0,0,0,0,1,0,0,0,0
3591,2,0,0,1,0,1,0,0,0,0,1,0
3592,1,0,0,0,0,0,0,1,1,0,0,0
3593,1,0,1,1,0,0,0,0,0,0,0,0
3594,1,1,0,0,0,0,0,0,0,0,0,0
3595,1,0,1,1,0,1,0,1,0,0,0,0
3596,1,0,1,0,0,0,0,0,0,1,0,1
3597,3,1,0,0,1,0,0,1,0,1,0,1
3598,3,0,0,0,0,0,0,1,1,0,1,0
3600,1,0,0,0,0,0,0,0,0,1,1,1
3601,1,1,0,0,0,0,0,0,0,1,1,0
